Timestamp,Name,Match,Team,Color,Commemts,Notes,Defensive skill,Victim of defense,Penalty,Brick for 20+ sec,auton motion,auton bottom port,auton outer port,auton inner port,bottom port,outer port,inner port,rotate control panel,position control panel,park under shield,hang under shield,"Leveled by this Bot, (Levelor)","Leveled by other Bot, (Levelee)",# 14 Metric
3/7/2020 15:55:15,L,46,2292,R,Misses most shots,-1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,1,0,0
3/7/2020 17:19:31,E,56,2292,R,,0,0,0,-1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0
3/7/2020 17:56:14,L,61,2292,R,,0,0,0,-1,0,1,0,7,1,0,0,0,0,0,0,1,0,0,0
3/8/2020 10:32:36,A,77,2292,R,,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,1,0
3/7/2020 9:10:45,Estrella,1,1556,B,Collector jammed,-1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0
3/7/2020 11:26:25,L,18,1556,R,,0,0,0,0,0,1,0,2,0,0,5,1,0,0,0,0,0,0,0
3/7/2020 13:47:57,A,29,1556,B,,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0
3/7/2020 14:37:33,L,36,1556,B,Fast,1,0,0,0,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0
3/7/2020 15:35:29,E,44,1556,R,,0,0,0,0,0,1,0,3,0,0,9,1,0,0,0,0,0,0,0
3/7/2020 17:32:17,E,58,1556,R,,0,0,0,0,0,1,0,2,0,0,8,1,0,0,1,0,0,0,0
3/7/2020 18:14:19,A,63,1556,B,,0,0,0,0,0,1,0,3,0,0,7,1,0,0,1,0,0,0,0
3/8/2020 9:46:15,A,71,1556,R,,0,1,1,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,0
3/8/2020 10:59:36,L,81,1556,B,Ball jam,-1,0,0,0,0,1,0,0,0,1,11,1,0,0,0,0,0,0,0
3/7/2020 10:18:55,E,10,3356,B,Only does bottom port,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0
3/7/2020 11:04:05,L,15,3356,R,"Stopped moving, not sure why",-1,0,1,0,-1,0,0,0,0,7,0,0,0,0,0,0,0,0,0
3/7/2020 11:56:17,L,22,3356,B,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
3/7/2020 14:19:29,L,33,3356,R,,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3/7/2020 15:28:51,A,43,3356,B,Didn’t do anything besides drive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3/7/2020 16:22:56,E,50,3356,R,,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0
3/7/2020 17:59:10,E,61,3356,B,,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
3/8/2020 9:48:22,A,71,3356,R,,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0
3/7/2020 9:17:43,a,2,3472,R,,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 11:05:09,A,15,3472,B,Ball jammed in shooter,-1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
3/7/2020 12:04:04,A,23,3472,R,,0,0,1,-1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
3/7/2020 14:11:20,Yoyo,32,3472,R,Fast shooter. Accurate.,1,0,0,0,0,0,0,4,0,0,5,2,0,0,0,0,0,0,0
3/7/2020 15:37:19,A,44,3472,B,,-1,0,0,0,0,1,0,2,0,0,5,0,0,0,1,0,0,0,0
3/7/2020 17:10:40,A,55,3472,B,Trouble orienting,-1,0,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 18:04:57,E,62,3472,R,,0,0,2,-1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0
3/8/2020 10:04:59,E,73,3472,B,"Focused on defense during match, prevented bots from shooting ",1,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0
3/8/2020 10:57:07,A,80,3472,R,,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 10:10:27,A,9,2375,R,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 11:28:22,5678,18,2375,B,Didn’t shoot,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 13:42:13,L,28,2375,R,Couldn't shoot,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 14:24:29,L,34,2375,B,Misses all low shots,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 15:54:57,Yoyo,46,2375,R,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3/7/2020 17:25:40,A,57,2375,B,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2020 9:24:30,A,68,2375,R,,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2020 10:19:19,E,75,2375,B,Didn’t do much,-1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3/8/2020 10:54:15,E,80,2375,B,Didn’t do anything,-1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 9:24:13,Estrella,3,1738,B,Collected balls and did nothing with them. Couldn’t drive and bumped into everything slowly,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 11:37:22,Alex,19,1738,R,,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43897.55727,L,26,1738,R,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 14:38:55,Yoyo,36,1738,B,"Inconsistent shot, low RPM on shooter, either too short, or too high shot. ",-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 15:42:37,L,45,1738,B,Couldn't shoot,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 16:53:37,Yoyo,53,1738,R,Couldn't shoot.,-1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 17:56:21,E,61,1738,R,Damaged ball,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2020 10:04:15,L,73,1738,R,"Bricked at the end, but didn't make any shots during",-1,0,1,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
43897.40895,E,6,1855,B,Didn’t move for 30 seconds. Climbed to early. After game was over the bit slid off bar,-1,0,0,-1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
3/7/2020 10:51:03,L,14,1855,R,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0
3/7/2020 11:43:14,Alex,20,1855,R,,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0
3/7/2020 14:20:59,Yoyo,33,1855,B,Shot ball outward 4 times.,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3/7/2020 15:15:55,L,41,1855,R,,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,0
3/7/2020 16:14:59,Yoyo,49,1855,R,,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,0
3/8/2020 9:05:59,E,64,1855,B,Gave themselves enough time to climb,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0
3/8/2020 10:23:48,E,75,1855,B,"Shot ball out, can shoot from far away ",1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
3/8/2020 11:01:24,E,81,1855,B,Got defended,-1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
3/7/2020 10:11:56,L,9,1181,R,Accurate shooter,1,0,0,0,0,1,0,1,0,0,8,2,0,0,0,0,0,0,0
3/7/2020 11:43:08,L,20,1181,B,,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 13:49:04,Alex,29,1181,B,,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 14:26:16,L,34,1181,R,,0,0,0,0,0,1,0,1,3,0,4,2,0,0,1,0,0,0,0
3/7/2020 15:22:17,L,42,1181,R,Didn't do much,-1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
3/7/2020 17:00:10,A,54,1181,B,Short shot,-1,0,0,0,0,1,0,0,3,0,5,3,0,0,1,0,0,0,0
3/8/2020 9:19:04,A,67,1181,R,Shot at crowd,-1,0,0,0,0,1,0,1,0,0,7,1,0,0,1,0,0,0,0
3/8/2020 10:05:15,L,73,1181,B,,0,0,1,0,0,1,0,1,0,0,10,2,0,0,1,0,0,0,0
3/7/2020 9:46:55,E,6,4849,B,Shot balls out of arena,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3/7/2020 10:41:10,Alex,13,4849,R,Shot from control panel missed only 3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 11:48:44,L,21,4849,B,Slow,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3/7/2020 14:03:19,A,31,4849,B,,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3/7/2020 15:00:23,E,39,4849,B,Not moving well,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3/7/2020 17:09:12,Alex,55,4849,B,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3/7/2020 17:50:03,E,60,4849,B,"Not shooting, in the way during the game ",-1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3/8/2020 9:40:20,L,70,4849,R,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/8/2020 10:49:25,A,79,4849,R,,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 9:55:23,A,7,3040,R,,-1,2,2,0,0,1,0,3,0,0,2,0,0,0,0,1,0,1,0
3/7/2020 10:53:21,L,14,3040,R,Stopped doing anything midmatch,-1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0
3/7/2020 13:33:18,L,27,3040,B,Tippy,-1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,1,0
3/7/2020 14:24:26,A,34,3040,B,,-1,0,0,0,0,1,0,2,0,0,5,0,0,0,0,1,0,0,0
3/7/2020 15:43:12,Yoyo,45,3040,R,,0,0,2,-1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0
3/7/2020 16:43:45,A,52,3040,B,Tippy,-1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0
3/7/2020 17:40:11,E,59,3040,R,Tipy,-1,0,0,0,0,1,0,2,0,0,3,0,0,0,1,0,0,0,0
3/8/2020 10:27:43,E,76,3040,B,,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0
3/7/2020 10:11:46,Alex,9,3201,R,,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
3/7/2020 10:52:08,E,14,3201,B,Bricked but started back up,-1,0,0,0,-1,1,0,0,0,4,0,0,0,0,1,0,0,0,0
3/7/2020 12:05:41,E,23,3201,B,,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
3/7/2020 14:56:02,L,38,3201,R,Didn't do much,-1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
3/7/2020 16:01:29,L,47,3201,R,Bricked several times,-1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3/7/2020 16:52:16,Yoyo,53,3201,R,Didn't do much.,-1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
3/7/2020 17:58:15,A,61,3201,B,"Bad collector, somewhat defense, very slow",-1,1,1,-1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0
3/8/2020 9:32:24,A,69,3201,R,,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2020 10:48:35,L,79,3201,B,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 10:10:49,L,9,1370,B,Didn't move,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 11:27:04,Alex,18,1370,B,Slow and bad accuracy,-1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
3/7/2020 13:16:20,Yoyo,25,1370,R,"A ball got stuck under robot, bad accuracy, and attempted a climb, but failed. ",-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3/7/2020 14:09:59,L,32,1370,R,,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
3/7/2020 15:28:03,E,43,1370,B,"Not a fast robot, made no attempts ",-1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0
43897.68747,Alex,51,1370,B,Very tippy against defense,-1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3/7/2020 17:38:51,A,59,1370,B,,0,0,1,0,0,1,1,3,0,0,4,0,0,0,1,0,0,0,0
3/8/2020 9:31:28,A,69,1370,R,Shot at crowd,-1,0,1,0,0,1,0,3,0,0,5,0,0,0,1,0,0,0,0
3/7/2020 10:03:06,A,8,1001,R,,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,0,1,0
3/7/2020 10:52:12,L,14,1001,R,Not a good collector. Chases too many balls,-1,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,1,1,0
43897.49815,E,22,1001,B,"Bumping into team, ramming into wall, struggled to collect, ran out of time to climb ",-1,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0
3/7/2020 14:31:00,L,35,1001,B,Tippy,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 15:21:57,A,42,1001,B,,0,0,1,0,0,1,3,0,0,4,0,0,0,0,0,1,1,0,0
3/7/2020 17:16:10,E,56,1001,R,"Didn’t do that well, did a little bit of defense ",-1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0
3/7/2020 18:13:01,A,63,1001,R,Slow,-1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0
3/8/2020 9:26:43,L,68,1001,B,,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0
3/8/2020 10:39:27,E,78,1001,B,Didn’t do much but drive around,-1,0,1,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0
3/7/2020 9:32:12,A,4,2595,R,,-1,1,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0
3/7/2020 10:53:40,E,14,2595,B,,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0
3/7/2020 11:50:41,L,21,2595,R,,0,0,0,0,0,1,0,2,1,0,5,1,0,0,1,0,0,0,0
3/7/2020 14:38:31,L,36,2595,B,Good auto,1,2,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 15:17:40,L,41,2595,R,,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0
3/7/2020 17:02:20,A,54,2595,B,,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 18:06:37,A,62,2595,B,,0,0,0,0,0,1,0,3,0,0,7,0,0,0,0,0,0,0,0
3/8/2020 10:34:11,A,77,2595,R,,0,0,0,0,0,1,0,3,0,0,9,1,0,0,0,0,0,0,0
3/7/2020 9:31:08,L,4,4533,B,Shot outside the field,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 11:18:59,L,17,4533,B,Sometimes drops balls,-1,0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0
3/7/2020 13:41:06,A,28,4533,B,Missed all shots,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 14:30:35,A,35,4533,R,,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 15:11:41,Yoyo,40,4533,R,,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 16:31:26,A,51,4533,B,No movement,-1,0,0,0,-1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 17:41:19,Red Riot,59,4533,R,Balls fall out of collector,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/8/2020 10:06:15,A,73,4533,R,,-1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
3/8/2020 10:49:31,L,79,4533,B,Can't collect efficiently,-1,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0
3/7/2020 9:30:19,L,4,3630,B,Misses most shots,-1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0
3/7/2020 10:24:38,L,11,3630,R,Balls get stuck on bumper,-1,0,0,-1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
3/7/2020 11:42:09,E,20,3630,B,,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0
3/7/2020 14:46:08,A,37,3630,B,,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
3/7/2020 16:01:35,E,47,3630,B,Stopped trying to shoot in port,-1,0,0,-1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0
3/7/2020 16:42:01,L,52,3630,R,Bricked,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 17:49:10,L,60,3630,R,Ball got stuck under during auto,-1,0,0,-1,0,1,0,2,0,0,3,2,0,0,1,0,0,0,0
3/8/2020 9:46:55,L,71,3630,R,Shot at very end,0,2,0,-1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0
3/8/2020 11:10:01,L,82,3630,B,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 9:33:37,A,4,1347,R,,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3/7/2020 10:39:03,E,13,1347,B,Struggled to get a ball,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3/7/2020 11:58:04,L,22,1347,R,Bricked,-1,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3/7/2020 14:25:29,L,34,1347,R,Innacurate shots,-1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
3/7/2020 16:09:43,L,48,1347,B,,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3/7/2020 17:07:56,A,55,1347,B,,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3/8/2020 9:01:31,A,64,1347,R,Very inaccurate,-1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
3/8/2020 10:26:40,L,76,1347,B,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/7/2020 9:58:10,L,8,2574,B,No show,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 11:17:19,L,17,2574,R,No show,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 13:32:06,E,27,2574,R,No show,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 14:10:53,L,32,2574,B,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 16:00:41,L,47,2574,R,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3/7/2020 17:22:37,L,57,2574,R,Drives around only,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3/8/2020 9:15:30,L,65,2574,B,Struggles to collect,-1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
3/8/2020 10:27:25,L,76,2574,B,,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
3/7/2020 9:15:01,A,2,2779,R,Bad driving got jammed,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3/7/2020 11:02:06,L,15,2779,R,Brown's out,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 13:31:13,L,27,2779,B,"Good defense, no shots",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 14:39:19,L,36,2779,R,Didn't do much,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 16:09:54,A,48,2779,B,Got bricked by 968 and browning out,-1,0,2,0,-1,1,0,2,0,0,2,0,0,0,0,0,0,0,0
3/7/2020 17:20:41,L,56,2779,B,,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2020 9:17:22,L,65,2779,B,Broke intake,-1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0
43898.43101,A,75,2779,R,Inaccurate chased after one ball,-1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0
3/8/2020 11:08:46,A,82,2779,R,,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 9:18:02,Estrella,2,4064,B,No movement at all durning the match,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 10:32:39,L,12,4064,R,Not moving during teleop,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 13:17:55,L,25,4064,B,Bricked,-1,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 14:04:02,L,31,4064,R,Bricked,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 15:44:51,Yoyo,45,4064,R,Poor control. Ten seconds stopped moving.,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2020 17:27:06,A,57,4064,B,,-1,0,0,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3/7/2020 18:14:08,Yoyo,63,4064,B,"Fast, defending good. ",1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3/8/2020 8:48:57,Yoyo,63,4064,B,"Fast, defending good. ",1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43898.40818,L,71,4064,B,Defended against other bits from shooting,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2020 10:47:56,A,79,4064,R,,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0